role,generation,mean_fitness,size,optimal_genotype,interaction_values
predator,98,0.7613518817294896,4225,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,99,0.7611925755717242,4237,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,100,0.7634020817451767,4290,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,101,0.76614718354036,4200,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,102,0.7663958097405722,4176,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,103,0.7651694002515701,4324,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,104,0.7648958035423703,4116,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,105,0.7625407687323715,4049,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,106,0.760145583472478,4172,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,107,0.7599147610311942,4039,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,108,0.7625978248446833,4034,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,109,0.7630930547511404,4148,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,110,0.7640998279948413,4172,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,111,0.7628526404648328,4291,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,112,0.7608287442763099,4307,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,113,0.762670004969277,4492,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,114,0.763722215677089,4299,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,115,0.7619253038050865,4187,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,116,0.7628895147547187,4317,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,117,0.7610108351113295,4334,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,118,0.7590479226628464,4321,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,119,0.7609846900988373,4315,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,120,0.7631593227220106,4195,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,121,0.7628603731386432,4180,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,122,0.7624237991251092,4091,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,123,0.7639756993721857,4161,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,124,0.7617385269858874,4244,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,125,0.7609830175702964,4265,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,126,0.7589410091653951,4315,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,127,0.7589466251217325,4188,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,128,0.759347549214124,4187,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,129,0.7594606146300318,4216,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,130,0.759868004837871,4059,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,131,0.7620649673765493,4076,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,132,0.7593498460602605,4104,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,133,0.7605503115665042,4208,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,134,0.7608162562561595,4031,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,135,0.758530998280207,3993,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,136,0.760802393270395,4115,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,137,0.7602311938773931,4202,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,138,0.7603034832514995,4083,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,139,0.7596619238452028,3949,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,140,0.7586631141034862,4106,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,141,0.7600734866634244,4143,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,142,0.7587617824074446,4151,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,143,0.760905926219744,4045,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,144,0.763210527812352,4082,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,145,0.7638703846846713,4087,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,146,0.7623115357058725,4124,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,147,0.7611373589331841,4169,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,148,0.7609584021015129,4104,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,149,0.7600665797182034,4166,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,150,0.7613769648217228,4121,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,151,0.7616366331171712,4144,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,152,0.7625535257239654,4063,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,153,0.7630248137163135,4096,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,154,0.7631798042565917,4148,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,155,0.7628288489783426,4202,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,156,0.7619480194517031,4283,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,157,0.7630979951879425,4339,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,158,0.7645837337347522,4317,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,159,0.7631004715699223,4414,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,160,0.7617410492494211,4315,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,161,0.7633051017871143,4264,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,162,0.7630660114973886,4357,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,163,0.7634766803569847,4346,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,164,0.7641992179378291,4435,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,165,0.7628602242447937,4302,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,166,0.7600264716371998,4099,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,167,0.7611963008885617,4168,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,168,0.7607385247161305,4097,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,169,0.7615831867805196,4144,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,170,0.7622295442356012,4207,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,171,0.7647245774715975,4378,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,172,0.7666538237624531,4236,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,173,0.7647455141570352,4305,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,174,0.7646898040284464,4286,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,175,0.7647764241865507,4202,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,176,0.7630077552187858,4349,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,177,0.7641265351431072,4277,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,178,0.7628130025465799,4214,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,179,0.7605661654457546,4298,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,180,0.757781877152089,4300,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,181,0.7591686077753644,4174,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,182,0.7592225605992208,4213,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,183,0.7595237165689342,4248,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,184,0.7585163486578872,4246,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,185,0.7584431120413377,4249,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,186,0.757094658221588,4311,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,187,0.7535798245839381,4250,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,188,0.7543247746238422,4176,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,189,0.7577838651535119,4278,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,190,0.7569234240292971,4172,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,191,0.7578556120439068,4191,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,192,0.7585840721761283,4102,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,193,0.7572618382103073,4204,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,194,0.7576164929126061,4198,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,195,0.7598873814202298,4173,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,196,0.7591484568667498,4113,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,197,0.7565851296478169,4245,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,198,0.7562023873830005,4090,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
predator,199,0.7562487634038243,4171,[1. 1. 1. 1. 1.],"(-0.1, 0.7)"
prey,0,0.3721706835682285,200,[0.53284575 0.56323238 0.44378697 0.41422317 0.45865072],"(-0.1, 0.8)"
prey,1,0.35199587219845213,146,[0.55319959 0.59711645 0.45512368 0.44432224 0.49352311],"(-0.1, 0.8)"
prey,2,0.24921808249411503,90,[0.56390221 0.61875901 0.46500723 0.47174642 0.49932579],"(-0.1, 0.8)"
prey,3,0.25913867712724914,57,[0.59638126 0.62127716 0.49767423 0.51431774 0.54644868],"(-0.1, 0.8)"
prey,4,0.1439868121464736,28,[0.61831684 0.64287341 0.5255137  0.54340227 0.58926349],"(-0.1, 0.8)"
prey,5,0.0,3,[0.62265866 0.68763032 0.56499551 0.59201929 0.61968264],"(-0.1, 0.8)"
prey,6,0.0,0,[0.66618158 0.72309379 0.59096427 0.64100516 0.65442545],"(-0.1, 0.8)"
prey,7,0.0,0,[0.69049223 0.72316704 0.63592062 0.65531738 0.66731069],"(-0.1, 0.8)"
prey,8,0.0,0,[0.71136846 0.73249483 0.6377701  0.68968782 0.71694755],"(-0.1, 0.8)"
prey,9,0.0,0,[0.7317178  0.75720059 0.65494004 0.70236963 0.7348628 ],"(-0.1, 0.8)"
prey,10,0.0,0,[0.76820544 0.79143154 0.65760743 0.71426055 0.76886067],"(-0.1, 0.8)"
prey,11,0.0,0,[0.76902733 0.84057066 0.68850307 0.73313736 0.79739318],"(-0.1, 0.8)"
prey,12,0.0,0,[0.80802783 0.87302379 0.70684759 0.73385636 0.83557685],"(-0.1, 0.8)"
prey,13,0.0,0,[0.8141424  0.90757028 0.75397203 0.76291299 0.8455092 ],"(-0.1, 0.8)"
prey,14,0.0,0,[0.83319046 0.93447337 0.77655688 0.77590758 0.89537275],"(-0.1, 0.8)"
prey,15,0.0,0,[0.84584174 0.95014018 0.7883676  0.81923685 0.91913324],"(-0.1, 0.8)"
prey,16,0.0,0,[0.88700532 0.99805956 0.79635024 0.85296533 0.93088807],"(-0.1, 0.8)"
prey,17,0.0,0,[0.91039914 1.         0.81586142 0.89236476 0.98011851],"(-0.1, 0.8)"
prey,18,0.0,0,[0.9320734  1.         0.81902966 0.91059724 1.        ],"(-0.1, 0.8)"
prey,19,0.0,0,[0.96502369 1.         0.84622647 0.9114136  1.        ],"(-0.1, 0.8)"
prey,20,0.0,0,[0.99635347 1.         0.8479402  0.93487831 1.        ],"(-0.1, 0.8)"
prey,21,0.0,0,[1.         1.         0.8674221  0.94122009 1.        ],"(-0.1, 0.8)"
prey,22,0.0,0,[1.         1.         0.87950121 0.96362111 1.        ],"(-0.1, 0.8)"
prey,23,0.0,0,[1.         1.         0.91277444 0.96886226 1.        ],"(-0.1, 0.8)"
prey,24,0.0,0,[1.         1.         0.91544976 0.99101228 1.        ],"(-0.1, 0.8)"
prey,25,0.0,0,[1.         1.         0.92516914 1.         1.        ],"(-0.1, 0.8)"
prey,26,0.0,0,[1.        1.        0.9364438 1.        1.       ],"(-0.1, 0.8)"
prey,27,0.0,0,[1.         1.         0.95060437 1.         1.        ],"(-0.1, 0.8)"
prey,28,0.0,0,[1.       1.       0.967877 1.       1.      ],"(-0.1, 0.8)"
prey,29,0.0,0,[1.         1.         0.97863822 1.         1.        ],"(-0.1, 0.8)"
prey,30,0.0,0,[1.         1.         0.99100149 1.         1.        ],"(-0.1, 0.8)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(-0.1, 0.8)"
predator,0,0.39055105959465986,200,[0.30974111 0.45580324 0.4800509  0.47406043 0.35733988],"(-0.1, 0.8)"
predator,1,0.6773239410306867,169,[0.31426593 0.48067971 0.4932049  0.51027975 0.36681765],"(-0.1, 0.8)"
predator,2,0.5319835697996258,244,[0.31542127 0.48323629 0.54091783 0.51739406 0.40224157],"(-0.1, 0.8)"
predator,3,0.48591978436834776,232,[0.3652873  0.49734522 0.56968633 0.53992996 0.43043244],"(-0.1, 0.8)"
predator,4,0.49178604335819487,235,[0.38070507 0.53842879 0.59798302 0.55495643 0.44518874],"(-0.1, 0.8)"
predator,5,0.5030164172348378,216,[0.40681371 0.56437748 0.61730544 0.57839094 0.47695937],"(-0.1, 0.8)"
predator,6,0.5270808540302396,235,[0.43688207 0.58482101 0.66242606 0.59317639 0.47742035],"(-0.1, 0.8)"
predator,7,0.5533342633919262,257,[0.47789838 0.59872017 0.69530719 0.63425155 0.51704419],"(-0.1, 0.8)"
predator,8,0.5692378963990895,227,[0.52385871 0.63288371 0.73738368 0.64703793 0.54816592],"(-0.1, 0.8)"
