role,generation,mean_fitness,size,optimal_genotype,fitness_coefficients
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,127,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,128,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,129,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,130,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,131,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,132,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,133,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,134,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,135,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,136,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,137,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,138,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,139,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,140,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,141,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,142,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,143,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,144,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,145,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,146,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,147,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,148,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,149,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,150,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,151,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,152,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,153,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,154,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,155,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,156,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,157,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,158,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,159,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,160,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,161,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,162,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,163,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,164,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,165,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,166,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,167,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,168,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,169,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,170,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,171,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,172,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,173,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,174,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,175,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,176,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,177,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,178,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,179,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,180,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,181,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,182,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,183,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,184,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,185,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,186,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,187,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,188,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,189,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,190,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,191,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,192,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,193,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,194,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,195,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,196,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,197,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,198,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
predator,199,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.1)"
prey,0,1.4297842395198668e-14,200,[0.00646903 0.01879106 0.00495731 0.0311477  0.02234371],"(0.1, 0.3)"
prey,1,0.0,0,[0.01293806 0.03758212 0.00991461 0.0622954  0.04468742],"(0.1, 0.3)"
prey,2,0.0,0,[0.04845915 0.0585283  0.03577822 0.06650605 0.09391621],"(0.1, 0.3)"
prey,3,0.0,0,[0.0571984  0.09092982 0.04805094 0.10238412 0.13275728],"(0.1, 0.3)"
prey,4,0.0,0,[0.06961278 0.14033052 0.06752043 0.13901476 0.16699354],"(0.1, 0.3)"
prey,5,0.0,0,[0.07059535 0.18430017 0.11580092 0.15609328 0.18391888],"(0.1, 0.3)"
prey,6,0.0,0,[0.11009951 0.21511471 0.11804395 0.18722063 0.19936477],"(0.1, 0.3)"
prey,7,0.0,0,[0.13042265 0.25370651 0.14223781 0.23209724 0.24475283],"(0.1, 0.3)"
prey,8,0.0,0,[0.17067861 0.29621315 0.15669533 0.27971025 0.24724584],"(0.1, 0.3)"
prey,9,0.0,0,[0.21869695 0.29844255 0.16384843 0.28041097 0.27558876],"(0.1, 0.3)"
prey,10,0.0,0,[0.2416751  0.32339095 0.16745909 0.31463274 0.30074978],"(0.1, 0.3)"
prey,11,0.0,0,[0.28529482 0.35404676 0.17531928 0.36274964 0.32666806],"(0.1, 0.3)"
prey,12,0.0,0,[0.33424219 0.37914024 0.19806713 0.40042343 0.33329159],"(0.1, 0.3)"
prey,13,0.0,0,[0.37704987 0.38410212 0.20260317 0.4135582  0.37702989],"(0.1, 0.3)"
prey,14,0.0,0,[0.41649557 0.39578664 0.23456326 0.42534233 0.41271291],"(0.1, 0.3)"
prey,15,0.0,0,[0.43787266 0.40382966 0.26958066 0.46328573 0.41800273],"(0.1, 0.3)"
prey,16,0.0,0,[0.46465711 0.42353918 0.31199081 0.48793487 0.44159786],"(0.1, 0.3)"
prey,17,0.0,0,[0.48925351 0.45217781 0.32390767 0.52763262 0.465922  ],"(0.1, 0.3)"
prey,18,0.0,0,[0.49769648 0.47521145 0.33926206 0.52939058 0.48207926],"(0.1, 0.3)"
prey,19,0.0,0,[0.5165639  0.48812279 0.35143541 0.55227882 0.52005526],"(0.1, 0.3)"
prey,20,0.0,0,[0.53350055 0.51630964 0.36168437 0.58937859 0.52266922],"(0.1, 0.3)"
prey,21,0.0,0,[0.54946182 0.56160523 0.36801623 0.59830457 0.54732073],"(0.1, 0.3)"
prey,22,0.0,0,[0.59562612 0.58884646 0.38150335 0.63342451 0.58026582],"(0.1, 0.3)"
prey,23,0.0,0,[0.59582203 0.63881949 0.42161704 0.67276066 0.60575212],"(0.1, 0.3)"
prey,24,0.0,0,[0.62280512 0.64269367 0.42251849 0.67787727 0.62627706],"(0.1, 0.3)"
prey,25,0.0,0,[0.62822514 0.68649033 0.46167649 0.68628318 0.65189008],"(0.1, 0.3)"
prey,26,0.0,0,[0.63074129 0.6896357  0.47104383 0.68790671 0.68905773],"(0.1, 0.3)"
prey,27,0.0,0,[0.64319013 0.70825105 0.48377702 0.71235426 0.70942812],"(0.1, 0.3)"
prey,28,0.0,0,[0.6459156  0.75007304 0.50937395 0.73870464 0.73750785],"(0.1, 0.3)"
prey,29,0.0,0,[0.65173218 0.79857889 0.51047304 0.77883951 0.77690961],"(0.1, 0.3)"
prey,30,0.0,0,[0.69086947 0.84545294 0.54506941 0.78663209 0.78908174],"(0.1, 0.3)"
prey,31,0.0,0,[0.73687147 0.8779657  0.54959036 0.83402492 0.8020096 ],"(0.1, 0.3)"
prey,32,0.0,0,[0.75691999 0.89550119 0.58823236 0.87418344 0.80968024],"(0.1, 0.3)"
prey,33,0.0,0,[0.76643908 0.91383728 0.59352261 0.90559377 0.81574884],"(0.1, 0.3)"
prey,34,0.0,0,[0.79414404 0.92256221 0.61245778 0.94775102 0.84795949],"(0.1, 0.3)"
prey,35,0.0,0,[0.82135034 0.95958768 0.65030412 0.97808683 0.85629886],"(0.1, 0.3)"
prey,36,0.0,0,[0.83822419 0.96049174 0.67032062 1.         0.88727799],"(0.1, 0.3)"
prey,37,0.0,0,[0.84605483 1.         0.71244753 1.         0.93634906],"(0.1, 0.3)"
prey,38,0.0,0,[0.84933614 1.         0.74199084 1.         0.94913237],"(0.1, 0.3)"
prey,39,0.0,0,[0.88744551 1.         0.75236642 1.         0.99251853],"(0.1, 0.3)"
prey,40,0.0,0,[0.93503063 1.         0.79577132 1.         1.        ],"(0.1, 0.3)"
prey,41,0.0,0,[0.95929397 1.         0.81488949 1.         1.        ],"(0.1, 0.3)"
prey,42,0.0,0,[0.99283034 1.         0.82876563 1.         1.        ],"(0.1, 0.3)"
prey,43,0.0,0,[1.         1.         0.83283933 1.         1.        ],"(0.1, 0.3)"
prey,44,0.0,0,[1.         1.         0.84499555 1.         1.        ],"(0.1, 0.3)"
prey,45,0.0,0,[1.         1.         0.86588098 1.         1.        ],"(0.1, 0.3)"
prey,46,0.0,0,[1.         1.         0.91191952 1.         1.        ],"(0.1, 0.3)"
prey,47,0.0,0,[1.        1.        0.9346928 1.        1.       ],"(0.1, 0.3)"
prey,48,0.0,0,[1.         1.         0.94516022 1.         1.        ],"(0.1, 0.3)"
prey,49,0.0,0,[1.         1.         0.96814096 1.         1.        ],"(0.1, 0.3)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(0.1, 0.3)"
predator,0,0.002796752131126361,200,[0.03889925 0.01102352 0.0082283  0.02031661 0.04632927],"(0.1, 0.3)"
predator,1,0.0,0,[0.0777985  0.02204705 0.01645661 0.04063322 0.09265854],"(0.1, 0.3)"
predator,2,0.0,0,[0.11111886 0.03631725 0.04574703 0.04610734 0.14095037],"(0.1, 0.3)"
predator,3,0.0,0,[0.14478985 0.06704222 0.09037048 0.05003868 0.15749611],"(0.1, 0.3)"
predator,4,0.0,0,[0.15539391 0.07899211 0.10443471 0.07059504 0.16921236],"(0.1, 0.3)"
predator,5,0.0,0,[0.1557485  0.11300464 0.1457067  0.07792546 0.17719568],"(0.1, 0.3)"
predator,6,0.0,0,[0.17418476 0.15149121 0.18625346 0.09794329 0.22455333],"(0.1, 0.3)"
predator,7,0.0,0,[0.1785556  0.19831588 0.2275302  0.13750882 0.23459889],"(0.1, 0.3)"
predator,8,0.0,0,[0.18605106 0.22519494 0.25631983 0.16976633 0.23544735],"(0.1, 0.3)"
predator,9,0.0,0,[0.23266441 0.2584923  0.2974527  0.17043039 0.26254812],"(0.1, 0.3)"
predator,10,0.0,0,[0.27092185 0.28275683 0.30492178 0.20284323 0.27116743],"(0.1, 0.3)"
predator,11,0.0,0,[0.27456677 0.31409847 0.31758173 0.24302791 0.31205854],"(0.1, 0.3)"
predator,12,0.0,0,[0.30191255 0.34141085 0.32205539 0.26392711 0.35472278],"(0.1, 0.3)"
predator,13,0.0,0,[0.30835768 0.37741069 0.32711367 0.295084   0.37252614],"(0.1, 0.3)"
predator,14,0.0,0,[0.35204158 0.38375078 0.37044345 0.32476277 0.37888167],"(0.1, 0.3)"
predator,15,0.0,0,[0.37734857 0.42448204 0.4172516  0.35043866 0.42639563],"(0.1, 0.3)"
predator,16,0.0,0,[0.4018642  0.46682129 0.45884868 0.37061466 0.44306062],"(0.1, 0.3)"
predator,17,0.0,0,[0.41856647 0.47216234 0.47079094 0.41807872 0.45831561],"(0.1, 0.3)"
predator,18,0.0,0,[0.4457719  0.49974795 0.48861888 0.44044386 0.5065915 ],"(0.1, 0.3)"
predator,19,0.0,0,[0.45607131 0.53521276 0.48967638 0.46139051 0.54538475],"(0.1, 0.3)"
predator,20,0.0,0,[0.49869845 0.54512258 0.53339628 0.47901697 0.58151893],"(0.1, 0.3)"
predator,21,0.0,0,[0.50279537 0.55492159 0.5805846  0.52784145 0.6003319 ],"(0.1, 0.3)"
predator,22,0.0,0,[0.55225163 0.56817395 0.61418757 0.53044264 0.6060142 ],"(0.1, 0.3)"
predator,23,0.0,0,[0.56725499 0.57573717 0.62842131 0.5492412  0.64382971],"(0.1, 0.3)"
predator,24,0.0,0,[0.61391463 0.60760729 0.6685126  0.57255993 0.66191301],"(0.1, 0.3)"
predator,25,0.0,0,[0.63828337 0.63886187 0.71582195 0.6015485  0.68892387],"(0.1, 0.3)"
predator,26,0.0,0,[0.67444989 0.64566468 0.75762589 0.6092878  0.70398265],"(0.1, 0.3)"
predator,27,0.0,0,[0.72377836 0.648461   0.76473496 0.6119291  0.73527471],"(0.1, 0.3)"
predator,28,0.0,0,[0.73231905 0.65834551 0.78067583 0.64160392 0.7457806 ],"(0.1, 0.3)"
predator,29,0.0,0,[0.74717975 0.66512684 0.78795726 0.6764755  0.77792093],"(0.1, 0.3)"
predator,30,0.0,0,[0.78928944 0.67559215 0.79158338 0.7116395  0.79804725],"(0.1, 0.3)"
predator,31,0.0,0,[0.80615007 0.69570517 0.79414459 0.73646527 0.80421317],"(0.1, 0.3)"
predator,32,0.0,0,[0.82447762 0.71437283 0.80171511 0.77638795 0.83957459],"(0.1, 0.3)"
predator,33,0.0,0,[0.87377433 0.75340693 0.82122704 0.80531615 0.88514168],"(0.1, 0.3)"
predator,34,0.0,0,[0.90631055 0.796748   0.86592569 0.85130577 0.88988414],"(0.1, 0.3)"
predator,35,0.0,0,[0.94618158 0.83275357 0.87023248 0.87449626 0.89858301],"(0.1, 0.3)"
